MessageId,EndToEndId,TxDateTime,StatusTimestamp,ProcessingTimeSecs,IntrBkSttlmDt,InstdAmt,Currency,DbtrAgtBIC,CdtrAgtBIC,DbtrCountry,CdtrCountry,PurposeCode,TxSts,RejectionReason
MSG-20251115-6FD8145C,E2E-9CD629DCF4,2025-01-16T16:11:40,2025-01-16T16:11:57,17,2025-01-16,1365.29,GBP,CHASGB2L,STBGGB2L,GB,GB,PENS,ACSP,
MSG-20251115-DB9BA175,E2E-919A975C1D,2025-01-24T09:06:26,2025-01-24T09:06:38,12,2025-01-24,4516.54,GBP,COBADEFF,SOGEFRPP,DE,FR,BEXP,RJCT,FF01
MSG-20251115-86759D96,E2E-78C99CF3B3,2025-01-06T11:46:31,2025-01-06T11:46:45,14,2025-01-06,632.41,GBP,MONZGB2L,DEUTDEFF,GB,DE,TREA,ACSP,
MSG-20251115-C5E90251,E2E-227BD76566,2025-01-22T14:29:12,2025-01-22T14:29:28,16,2025-01-22,1718.98,EUR,NWBKGB2L,DEUTDEFF,GB,DE,SALA,ACSP,
MSG-20251115-B0861E58,E2E-962F55DF4B,2025-01-22T15:58:14,2025-01-22T15:58:26,12,2025-01-22,1032.68,GBP,BNPAFRPP,COBADEFF,FR,DE,PENS,ACSP,
MSG-20251115-CB9AFAE6,E2E-DE906B4144,2025-01-16T09:03:05,2025-01-16T09:03:25,20,2025-01-16,1197.53,GBP,BNPAFRPP,HSBCGB2L,FR,GB,TAXS,ACSP,
MSG-20251115-4F068E4B,E2E-4B8356DEA7,2025-01-25T09:06:49,2025-01-25T09:06:57,8,2025-01-25,2617.38,EUR,CHASGB2L,RABONL2U,GB,NL,PENS,ACSP,
MSG-20251115-BA710894,E2E-9B2C61DC42,2025-01-22T14:17:18,2025-01-22T14:17:30,12,2025-01-22,1281.11,EUR,NWBKGB2L,COBADEFF,GB,DE,DIVI,ACSP,
MSG-20251115-705CCAA7,E2E-C655E88C5B,2025-01-29T10:52:52,2025-01-29T10:53:10,18,2025-01-29,1686.88,USD,CHASGB2L,DEUTDEFF,GB,DE,DIVI,ACSP,
MSG-20251115-2A943219,E2E-EF353C317B,2025-01-14T15:15:02,2025-01-14T15:15:18,16,2025-01-15,2586.36,USD,BARCGB22,INGBNL2A,GB,NL,TREA,ACSP,
MSG-20251115-493A6CD3,E2E-895F38E030,2025-01-12T16:50:48,2025-01-12T16:51:02,14,2025-01-12,768.57,GBP,COBADEFF,BNPAFRPP,DE,FR,GDSV,ACSP,
MSG-20251115-FCD28040,E2E-ECB6995E3A,2025-01-29T13:46:20,2025-01-29T13:46:25,5,2025-01-29,560.39,USD,BNPAFRPP,COBADEFF,FR,DE,DIVI,ACSP,
MSG-20251115-D75D45F2,E2E-88ABAF1CC1,2025-01-29T11:26:41,2025-01-29T11:26:59,18,2025-01-29,475.4,USD,COBADEFF,SOGEFRPP,DE,FR,LOAN,ACSP,
MSG-20251115-B4E3DC39,E2E-BB19A80D1E,2025-01-02T10:35:30,2025-01-02T10:35:36,6,2025-01-03,227.45,USD,BNPAFRPP,MONZGB2L,FR,GB,PENS,ACSP,
MSG-20251115-A6D1F09E,E2E-8518E2A00D,2025-01-19T15:54:05,2025-01-19T15:54:13,8,2025-01-19,3787.06,EUR,BARCGB22,COBADEFF,GB,DE,TAXS,ACSP,
MSG-20251115-08211DCC,E2E-21521CDC19,2025-01-15T13:10:15,2025-01-15T13:10:27,12,2025-01-15,453.7,USD,CHASGB2L,LOYDGB21,GB,GB,TAXS,ACSP,
MSG-20251115-5C2B9DC1,E2E-4979387009,2025-01-16T11:04:24,2025-01-16T11:04:42,18,2025-01-16,769.02,EUR,LOYDGB21,RABONL2U,GB,NL,SALA,ACSP,
MSG-20251115-AA3E3DE1,E2E-69B0F772B1,2025-01-02T14:20:52,2025-01-02T14:21:09,17,2025-01-02,817.48,GBP,HSBCGB2L,INGBNL2A,GB,NL,LOAN,ACSP,
MSG-20251115-2E7627ED,E2E-9A0FD67C65,2025-01-09T16:23:54,2025-01-09T16:23:58,4,2025-01-09,1113.41,EUR,HSBCGB2L,STBGGB2L,GB,GB,BEXP,ACSP,
MSG-20251115-B064576D,E2E-7E89049AA0,2025-01-03T13:18:28,2025-01-03T13:18:35,7,2025-01-03,1756.39,GBP,BARCGB22,RABONL2U,GB,NL,GDSV,ACSP,
MSG-20251115-52569BC1,E2E-716474DD67,2025-01-02T14:24:12,2025-01-02T14:24:32,20,2025-01-02,1812.26,GBP,BARCGB22,RABONL2U,GB,NL,LOAN,ACSP,
MSG-20251115-863BCDEA,E2E-94C568B76F,2025-01-20T11:11:49,2025-01-20T11:11:59,10,2025-01-20,687.83,USD,NWBKGB2L,HSBCGB2L,GB,GB,LOAN,ACSP,
MSG-20251115-EF33DA0A,E2E-CC3E817BEE,2025-01-22T15:13:37,2025-01-22T15:13:43,6,2025-01-22,798.72,EUR,LOYDGB21,RABONL2U,GB,NL,TREA,ACSP,
MSG-20251115-D2347F4C,E2E-F0D27D680A,2025-01-03T11:38:41,2025-01-03T11:38:51,10,2025-01-03,1374.8,USD,MONZGB2L,CITIUS33,GB,US,DIVI,ACSP,
MSG-20251115-F2008D92,E2E-57EEE88669,2025-01-05T10:30:10,2025-01-05T10:30:26,16,2025-01-06,898.79,USD,CHASGB2L,CITIUS33,GB,US,PENS,ACSP,
MSG-20251115-A6005829,E2E-E57D59047B,2025-01-12T14:31:50,2025-01-12T14:31:59,9,2025-01-13,2765.96,EUR,STBGGB2L,INGBNL2A,GB,NL,LOAN,ACSP,
MSG-20251115-B80E4AFD,E2E-0A57111CB1,2025-01-03T15:09:35,2025-01-03T15:09:46,11,2025-01-03,1624.22,USD,SOGEFRPP,LOYDGB21,FR,GB,TAXS,RJCT,BE04
MSG-20251115-F781D1DD,E2E-B9D0D83A59,2025-01-02T15:57:41,2025-01-02T15:57:58,17,2025-01-03,1501.79,EUR,BARCGB22,RABONL2U,GB,NL,TREA,ACSP,
MSG-20251115-9E4FD940,E2E-6B174AC5B2,2025-01-27T09:05:46,2025-01-27T09:05:47,1,2025-01-27,1578.16,GBP,BNPAFRPP,NWBKGB2L,FR,GB,TAXS,ACSP,
MSG-20251115-BCA21EE4,E2E-42A0A019C4,2025-01-27T11:38:36,2025-01-27T11:38:40,4,2025-01-27,2041.48,EUR,INGBNL2A,CHASGB2L,NL,GB,PENS,ACSP,
MSG-20251115-2463EF80,E2E-FD6EF90ACB,2025-01-23T16:35:14,2025-01-23T16:35:26,12,2025-01-23,1126.32,GBP,COBADEFF,LOYDGB21,DE,GB,BEXP,ACSP,
MSG-20251115-CA3C343E,E2E-3C1B02EE4E,2025-01-29T13:43:40,2025-01-29T13:43:42,2,2025-01-30,400.3,GBP,CHASGB2L,BARCGB22,GB,GB,TAXS,ACSP,
MSG-20251115-43D2F89E,E2E-C24A82933D,2025-01-20T13:13:42,2025-01-20T13:13:44,2,2025-01-20,1312.62,GBP,STBGGB2L,DEUTDEFF,GB,DE,SUPP,ACSP,
MSG-20251115-7FFBD35C,E2E-66AFCDE151,2025-01-08T16:07:04,2025-01-08T16:07:20,16,2025-01-08,569.1,EUR,SOGEFRPP,MONZGB2L,FR,GB,SALA,ACSP,
MSG-20251115-90DD52B2,E2E-3B15BC9BCF,2025-01-30T09:20:28,2025-01-30T09:20:38,10,2025-01-31,620.15,EUR,BNPAFRPP,COBADEFF,FR,DE,DIVI,ACSP,
MSG-20251115-F72EFE90,E2E-D298D0F9D3,2025-01-28T13:42:07,2025-01-28T13:42:19,12,2025-01-28,1495.86,GBP,BARCGB22,DEUTDEFF,GB,DE,LOAN,ACSP,
MSG-20251115-3F92E056,E2E-DEDE72CA7C,2025-01-27T13:44:52,2025-01-27T13:45:03,11,2025-01-28,2360.9,GBP,CHASGB2L,CITIUS33,GB,US,TREA,ACSP,
MSG-20251115-A4500411,E2E-070E7D1286,2025-01-16T11:19:45,2025-01-16T11:19:46,1,2025-01-16,1115.45,USD,SOGEFRPP,COBADEFF,FR,DE,SUPP,ACSP,
MSG-20251115-0FC4EC22,E2E-420C9773C2,2025-01-13T14:47:37,2025-01-13T14:47:38,1,2025-01-13,1231.74,GBP,MONZGB2L,INGBNL2A,GB,NL,DIVI,ACSP,
MSG-20251115-4C79733F,E2E-2B7CD5B24D,2025-01-10T14:08:12,2025-01-10T14:08:30,18,2025-01-11,4280.27,USD,NWBKGB2L,DEUTDEFF,GB,DE,LOAN,ACSP,
MSG-20251115-AF2F4BAF,E2E-89E94C96B1,2025-01-02T11:09:30,2025-01-02T11:09:48,18,2025-01-02,1062.66,EUR,LOYDGB21,SOGEFRPP,GB,FR,DIVI,ACSP,
MSG-20251115-0303D578,E2E-806F0486BF,2025-01-12T13:35:50,2025-01-12T13:36:04,14,2025-01-12,5547.92,EUR,CHASGB2L,DEUTDEFF,GB,DE,BEXP,ACSP,
MSG-20251115-D53B51B5,E2E-292B2D74DE,2025-01-21T13:38:26,2025-01-21T13:38:42,16,2025-01-21,1333.89,EUR,DEUTDEFF,NWBKGB2L,DE,GB,DIVI,ACSP,
MSG-20251115-2CF5EAEB,E2E-086551F03C,2025-01-30T14:04:39,2025-01-30T14:04:48,9,2025-01-30,268.11,USD,MONZGB2L,INGBNL2A,GB,NL,DIVI,ACSP,
MSG-20251115-EC00B15C,E2E-580BE54E65,2025-01-05T13:22:07,2025-01-05T13:22:21,14,2025-01-05,2003.54,USD,HSBCGB2L,CITIUS33,GB,US,PENS,ACSP,
MSG-20251115-AD6A36D5,E2E-02DA3FD8BC,2025-01-02T09:58:09,2025-01-02T09:58:16,7,2025-01-03,1487.61,USD,CHASGB2L,BNPAFRPP,GB,FR,TREA,ACSP,
MSG-20251115-A6C739D0,E2E-D3180468A5,2025-01-30T13:32:31,2025-01-30T13:32:49,18,2025-01-30,2214.6,EUR,BNPAFRPP,DEUTDEFF,FR,DE,GDSV,ACSP,
MSG-20251115-B820CD1F,E2E-30BEF9E0D1,2025-01-24T14:51:35,2025-01-24T14:51:48,13,2025-01-24,1438.31,EUR,NWBKGB2L,DEUTDEFF,GB,DE,SUPP,ACSP,
MSG-20251115-5CE34716,E2E-4415B3D0A0,2025-01-28T13:04:58,2025-01-28T13:05:11,13,2025-01-28,814.91,EUR,HSBCGB2L,CITIUS33,GB,US,PENS,ACSP,
MSG-20251115-04F135AF,E2E-F4799E92E5,2025-01-11T09:47:41,2025-01-11T09:47:51,10,2025-01-11,381.07,EUR,CHASGB2L,DEUTDEFF,GB,DE,LOAN,ACSP,
MSG-20251115-01872E04,E2E-1EE333230F,2025-01-09T14:29:52,2025-01-09T14:30:03,11,2025-01-10,927.77,USD,CHASGB2L,BNPAFRPP,GB,FR,TAXS,ACSP,
MSG-20251115-5C078B5B,E2E-E56247DFFD,2025-01-27T10:55:12,2025-01-27T10:55:20,8,2025-01-27,547.1,GBP,CHASGB2L,CITIUS33,GB,US,SUPP,ACSP,
MSG-20251115-FA998285,E2E-33437444B3,2025-01-02T15:09:35,2025-01-02T15:09:50,15,2025-01-02,660.92,GBP,DEUTDEFF,NWBKGB2L,DE,GB,PENS,ACSP,
MSG-20251115-3DD6CF7B,E2E-95252BB77D,2025-01-22T13:49:43,2025-01-22T13:50:02,19,2025-01-23,1756.12,USD,HSBCGB2L,INGBNL2A,GB,NL,BEXP,ACSP,
MSG-20251115-22527571,E2E-B8B5B26285,2025-01-17T11:24:20,2025-01-17T11:24:28,8,2025-01-18,4171.05,USD,INGBNL2A,MONZGB2L,NL,GB,BEXP,ACSP,
MSG-20251115-C3A89233,E2E-CD639E75B9,2025-01-21T14:59:39,2025-01-21T14:59:55,16,2025-01-21,1308.02,GBP,STBGGB2L,COBADEFF,GB,DE,SUPP,ACSP,
MSG-20251115-901469A8,E2E-40870CD8C1,2025-01-04T14:15:44,2025-01-04T14:15:49,5,2025-01-04,429.61,GBP,LOYDGB21,SOGEFRPP,GB,FR,BEXP,ACSP,
MSG-20251115-B3A44A5B,E2E-BD069D333B,2025-01-13T13:24:25,2025-01-13T13:24:39,14,2025-01-13,1354.55,GBP,BNPAFRPP,DEUTDEFF,FR,DE,TREA,ACSP,
MSG-20251115-38734007,E2E-99B791A203,2025-01-13T10:03:52,2025-01-13T10:03:58,6,2025-01-13,2856.37,USD,NWBKGB2L,CITIUS33,GB,US,SUPP,ACSP,
MSG-20251115-F9E6CD5A,E2E-C0FE71F0D8,2025-01-11T14:17:48,2025-01-11T14:18:08,20,2025-01-11,647.52,GBP,INGBNL2A,LOYDGB21,NL,GB,PENS,ACSP,
MSG-20251115-F9E085E9,E2E-420609C511,2025-01-18T15:50:05,2025-01-18T15:50:17,12,2025-01-18,817.45,EUR,BARCGB22,BNPAFRPP,GB,FR,SALA,RJCT,AC01
MSG-20251115-22E867DF,E2E-C340405A47,2025-01-03T14:40:50,2025-01-03T14:41:00,10,2025-01-03,1109.6,USD,RABONL2U,LOYDGB21,NL,GB,SUPP,ACSP,
MSG-20251115-8DE3350E,E2E-0710F3CD22,2025-01-24T09:07:06,2025-01-24T09:07:22,16,2025-01-25,572.82,GBP,CHASGB2L,CITIUS33,GB,US,DIVI,ACSP,
MSG-20251115-F9C2369B,E2E-C82CC9194E,2025-01-16T11:53:21,2025-01-16T11:53:32,11,2025-01-17,1562.12,GBP,DEUTDEFF,BNPAFRPP,DE,FR,SALA,ACSP,
MSG-20251115-B59DBC85,E2E-F925AAC7A9,2025-01-22T13:50:22,2025-01-22T13:50:28,6,2025-01-22,911.72,GBP,MONZGB2L,RABONL2U,GB,NL,BEXP,ACSP,
MSG-20251115-8A7A76EA,E2E-4EFEA949EC,2025-01-14T13:29:08,2025-01-14T13:29:18,10,2025-01-14,1533.99,USD,BARCGB22,COBADEFF,GB,DE,TREA,RJCT,MD07
MSG-20251115-4E341320,E2E-4EC5702239,2025-01-07T11:29:48,2025-01-07T11:29:49,1,2025-01-07,533.12,GBP,STBGGB2L,BNPAFRPP,GB,FR,GDSV,ACSP,
MSG-20251115-813B2882,E2E-32A79DEB75,2025-01-14T13:51:22,2025-01-14T13:51:27,5,2025-01-14,772.81,USD,BNPAFRPP,DEUTDEFF,FR,DE,SALA,ACSP,
MSG-20251115-198F5BF8,E2E-CBD3F8DB5B,2025-01-03T09:08:39,2025-01-03T09:08:40,1,2025-01-03,1488.71,EUR,NWBKGB2L,SOGEFRPP,GB,FR,TREA,ACSP,
MSG-20251115-36D16505,E2E-5E0A9CA202,2025-01-10T16:41:22,2025-01-10T16:41:41,19,2025-01-10,691.61,EUR,CHASGB2L,BARCGB22,GB,GB,DIVI,ACSP,
MSG-20251115-8B2162C8,E2E-34026300B1,2025-01-09T10:14:03,2025-01-09T10:14:23,20,2025-01-09,3007.53,EUR,INGBNL2A,MONZGB2L,NL,GB,PENS,ACSP,
MSG-20251115-49F6C14F,E2E-46346AA862,2025-01-12T15:37:38,2025-01-12T15:37:50,12,2025-01-12,678.75,EUR,NWBKGB2L,CITIUS33,GB,US,GDSV,ACSP,
MSG-20251115-FAFB389A,E2E-ADDDDB581B,2025-01-02T11:28:02,2025-01-02T11:28:18,16,2025-01-02,1312.58,USD,LOYDGB21,BNPAFRPP,GB,FR,DIVI,ACSP,
MSG-20251115-E099E380,E2E-697B3D8F41,2025-01-10T13:37:44,2025-01-10T13:37:58,14,2025-01-10,1906.1,GBP,HSBCGB2L,INGBNL2A,GB,NL,SUPP,ACSP,
MSG-20251115-0B3C3960,E2E-37168C1F04,2025-01-08T13:30:03,2025-01-08T13:30:22,19,2025-01-08,352.59,USD,BNPAFRPP,COBADEFF,FR,DE,DIVI,ACSP,
MSG-20251115-AF3CDD87,E2E-C5E2CFCEE6,2025-01-09T11:40:09,2025-01-09T11:40:20,11,2025-01-09,261.76,EUR,BNPAFRPP,BARCGB22,FR,GB,TAXS,ACSP,
MSG-20251115-2482E6A3,E2E-FDCDC2906C,2025-01-28T10:26:12,2025-01-28T10:26:32,20,2025-01-28,308.6,EUR,RABONL2U,MONZGB2L,NL,GB,SALA,ACSP,
MSG-20251115-2D98184A,E2E-8B829E41CA,2025-01-08T16:25:53,2025-01-08T16:26:08,15,2025-01-08,2401.4,GBP,CHASGB2L,CITIUS33,GB,US,LOAN,ACSP,
MSG-20251115-639E0E1D,E2E-01EDE1D328,2025-01-18T15:23:44,2025-01-18T15:24:00,16,2025-01-18,674.32,GBP,COBADEFF,BNPAFRPP,DE,FR,PENS,ACSP,
MSG-20251115-F6B4A9A1,E2E-BE76B3EB8E,2025-01-11T13:56:36,2025-01-11T13:56:44,8,2025-01-11,8489.28,USD,INGBNL2A,HSBCGB2L,NL,GB,LOAN,ACSP,
MSG-20251115-A56DE400,E2E-D4EFF4B5A6,2025-01-18T14:49:14,2025-01-18T14:49:26,12,2025-01-18,698.27,USD,RABONL2U,MONZGB2L,NL,GB,TAXS,ACSP,
MSG-20251115-E81F27B5,E2E-F20DCBAD96,2025-01-06T14:31:54,2025-01-06T14:32:09,15,2025-01-06,1271.1,USD,BARCGB22,COBADEFF,GB,DE,GDSV,ACSP,
MSG-20251115-06CC1A42,E2E-2042301CE8,2025-01-03T16:52:39,2025-01-03T16:52:56,17,2025-01-03,3765.7,USD,MONZGB2L,BNPAFRPP,GB,FR,TAXS,ACSP,
MSG-20251115-40815183,E2E-EB2828E292,2025-01-12T11:45:00,2025-01-12T11:45:15,15,2025-01-12,3656.51,EUR,STBGGB2L,COBADEFF,GB,DE,SALA,ACSP,
MSG-20251115-801E2EED,E2E-EE03E77607,2025-01-28T16:30:17,2025-01-28T16:30:34,17,2025-01-28,3801.13,EUR,MONZGB2L,INGBNL2A,GB,NL,SALA,ACSP,
MSG-20251115-BEE007F9,E2E-798AAFCA46,2025-01-16T13:57:38,2025-01-16T13:57:50,12,2025-01-16,2883.31,USD,STBGGB2L,INGBNL2A,GB,NL,GDSV,ACSP,
MSG-20251115-EC9A1498,E2E-D54F3BEA04,2025-01-29T10:37:38,2025-01-29T10:37:50,12,2025-01-29,1838.75,EUR,NWBKGB2L,RABONL2U,GB,NL,SUPP,ACSP,
MSG-20251115-74F77C43,E2E-0E9016BD1B,2025-01-28T14:08:41,2025-01-28T14:08:49,8,2025-01-28,1502.32,GBP,STBGGB2L,DEUTDEFF,GB,DE,TREA,ACSP,
MSG-20251115-C1CEE1CF,E2E-8202E99BB5,2025-01-04T13:02:37,2025-01-04T13:02:57,20,2025-01-04,1711.03,GBP,RABONL2U,BARCGB22,NL,GB,BEXP,ACSP,
MSG-20251115-56572AF7,E2E-87F2A65B6E,2025-01-02T13:17:41,2025-01-02T13:17:50,9,2025-01-02,610.43,EUR,HSBCGB2L,HSBCGB2L,GB,GB,SALA,ACSP,
MSG-20251115-C44539BE,E2E-2B9743F969,2025-01-18T13:03:03,2025-01-18T13:03:23,20,2025-01-18,569.89,USD,BARCGB22,SOGEFRPP,GB,FR,GDSV,ACSP,
MSG-20251115-F26B8899,E2E-5A30C68769,2025-01-17T09:16:10,2025-01-17T09:16:13,3,2025-01-17,989.93,GBP,HSBCGB2L,CITIUS33,GB,US,PENS,ACSP,
MSG-20251115-C31493EA,E2E-1137949CF2,2025-01-21T14:59:47,2025-01-21T14:59:55,8,2025-01-21,797.01,EUR,STBGGB2L,COBADEFF,GB,DE,TREA,ACSP,
MSG-20251115-39946C71,E2E-1197E67929,2025-01-14T13:25:34,2025-01-14T13:25:45,11,2025-01-14,653.76,EUR,LOYDGB21,NWBKGB2L,GB,GB,TAXS,ACSP,
MSG-20251115-9E8A4CBA,E2E-AB311E7F3B,2025-01-10T16:40:21,2025-01-10T16:40:37,16,2025-01-10,1615.62,GBP,HSBCGB2L,CITIUS33,GB,US,SUPP,ACSP,
MSG-20251115-0601B41D,E2E-B4EBDCFCAE,2025-01-07T14:56:42,2025-01-07T14:56:58,16,2025-01-07,2354.88,USD,LOYDGB21,MONZGB2L,GB,GB,SALA,ACSP,
MSG-20251115-2487432B,E2E-2FD8585140,2025-01-03T16:38:35,2025-01-03T16:38:43,8,2025-01-03,1177.0,USD,DEUTDEFF,HSBCGB2L,DE,GB,BEXP,ACSP,
MSG-20251115-D100268B,E2E-E9B98874B9,2025-01-20T14:45:00,2025-01-20T14:45:06,6,2025-01-20,3576.09,USD,NWBKGB2L,INGBNL2A,GB,NL,BEXP,ACSP,
MSG-20251115-9EBDC416,E2E-A2DFDED6E8,2025-01-30T16:22:26,2025-01-30T16:22:34,8,2025-01-30,446.22,GBP,NWBKGB2L,BNPAFRPP,GB,FR,PENS,ACSP,
MSG-20251115-43B185F6,E2E-55898E185F,2025-01-15T13:27:59,2025-01-15T13:28:16,17,2025-01-15,784.02,EUR,STBGGB2L,INGBNL2A,GB,NL,SUPP,ACSP,
MSG-20251115-7427D239,E2E-9EF30849D0,2025-01-21T14:41:18,2025-01-21T14:41:30,12,2025-01-21,600.78,GBP,BNPAFRPP,STBGGB2L,FR,GB,DIVI,ACSP,
MSG-20251115-CD9C7806,E2E-7ACEA81528,2025-01-30T10:16:43,2025-01-30T10:16:46,3,2025-01-30,243.09,EUR,HSBCGB2L,CITIUS33,GB,US,TREA,ACSP,
MSG-20251115-564DDBB4,E2E-3F56C003C3,2025-01-11T09:05:33,2025-01-11T09:05:53,20,2025-01-11,847.36,EUR,LOYDGB21,CITIUS33,GB,US,LOAN,ACSP,
MSG-20251115-089475FE,E2E-93B9EF745E,2025-01-29T16:59:49,2025-01-29T17:00:07,18,2025-01-30,824.5,EUR,MONZGB2L,COBADEFF,GB,DE,SALA,ACSP,
MSG-20251115-2EA2FA76,E2E-FEAF92716F,2025-01-24T09:08:37,2025-01-24T09:08:54,17,2025-01-24,2862.4,GBP,LOYDGB21,DEUTDEFF,GB,DE,LOAN,ACSP,
MSG-20251115-6180C0FF,E2E-226C6A7BB7,2025-01-17T15:36:08,2025-01-17T15:36:20,12,2025-01-17,1396.28,EUR,MONZGB2L,INGBNL2A,GB,NL,LOAN,ACSP,
MSG-20251115-2E6E1447,E2E-78C858BDBA,2025-01-04T11:56:18,2025-01-04T11:56:36,18,2025-01-04,438.37,EUR,BNPAFRPP,DEUTDEFF,FR,DE,SUPP,ACSP,
MSG-20251115-585BB878,E2E-F5795A4FEE,2025-01-15T14:43:03,2025-01-15T14:43:11,8,2025-01-15,3287.44,EUR,MONZGB2L,BNPAFRPP,GB,FR,LOAN,ACSP,
MSG-20251115-A41047FF,E2E-2DAB058E40,2025-01-24T15:40:14,2025-01-24T15:40:20,6,2025-01-25,2912.67,USD,BARCGB22,COBADEFF,GB,DE,SUPP,ACSP,
MSG-20251115-D641FD33,E2E-BDD4BFE00E,2025-01-13T11:29:56,2025-01-13T11:29:58,2,2025-01-13,1491.4,GBP,COBADEFF,HSBCGB2L,DE,GB,BEXP,ACSP,
MSG-20251115-D8CCED79,E2E-C8D90CC312,2025-01-08T11:33:40,2025-01-08T11:33:41,1,2025-01-08,766.21,EUR,STBGGB2L,CITIUS33,GB,US,SALA,ACSP,
MSG-20251115-A0BD5F5D,E2E-8EF1B3EC78,2025-01-11T14:21:44,2025-01-11T14:21:55,11,2025-01-12,506.94,GBP,CHASGB2L,DEUTDEFF,GB,DE,TREA,ACSP,
MSG-20251115-0AB544AE,E2E-B439D63FB2,2025-01-17T11:39:15,2025-01-17T11:39:26,11,2025-01-17,814.22,USD,NWBKGB2L,DEUTDEFF,GB,DE,PENS,ACSP,
MSG-20251115-D530E580,E2E-E1C968F2C4,2025-01-10T11:33:13,2025-01-10T11:33:17,4,2025-01-10,1923.93,EUR,RABONL2U,NWBKGB2L,NL,GB,GDSV,ACSP,
MSG-20251115-49A1D674,E2E-B36224B32F,2025-01-30T16:45:29,2025-01-30T16:45:42,13,2025-01-30,3358.37,EUR,STBGGB2L,DEUTDEFF,GB,DE,TREA,ACSP,
MSG-20251115-6F23C540,E2E-BC92BC5DCF,2025-01-20T09:36:51,2025-01-20T09:37:03,12,2025-01-20,3769.11,USD,HSBCGB2L,DEUTDEFF,GB,DE,GDSV,ACSP,
MSG-20251115-E9071891,E2E-EC9F4078E7,2025-01-07T11:38:59,2025-01-07T11:39:10,11,2025-01-07,637.66,EUR,HSBCGB2L,CITIUS33,GB,US,DIVI,ACSP,
MSG-20251115-004E1493,E2E-EAA153A748,2025-01-30T09:48:53,2025-01-30T09:48:56,3,2025-01-30,447.78,USD,MONZGB2L,RABONL2U,GB,NL,SUPP,ACSP,
MSG-20251115-33116CF1,E2E-2EB964B667,2025-01-03T15:09:20,2025-01-03T15:09:29,9,2025-01-03,990.91,EUR,BNPAFRPP,DEUTDEFF,FR,DE,SUPP,ACSP,
MSG-20251115-6BAE29CD,E2E-9CF3DC9C2C,2025-01-11T16:34:36,2025-01-11T16:34:42,6,2025-01-11,260.37,EUR,CHASGB2L,INGBNL2A,GB,NL,TAXS,ACSP,
MSG-20251115-B917D7EE,E2E-47CEB1586C,2025-01-29T09:29:35,2025-01-29T09:29:40,5,2025-01-29,1244.16,GBP,HSBCGB2L,BNPAFRPP,GB,FR,BEXP,ACSP,
MSG-20251115-730CF191,E2E-0C9EB6DC43,2025-01-08T16:40:01,2025-01-08T16:40:17,16,2025-01-08,809.71,EUR,NWBKGB2L,MONZGB2L,GB,GB,GDSV,ACSP,
MSG-20251115-AC981831,E2E-073885AB5F,2025-01-16T15:12:46,2025-01-16T15:12:51,5,2025-01-16,755.34,USD,LOYDGB21,BNPAFRPP,GB,FR,DIVI,ACSP,
MSG-20251115-861298B3,E2E-AB098E9832,2025-01-01T14:04:35,2025-01-01T14:04:43,8,2025-01-01,294.04,EUR,CHASGB2L,CITIUS33,GB,US,BEXP,ACSP,
MSG-20251115-0B76F879,E2E-E3ECCB8500,2025-01-14T13:17:57,2025-01-14T13:17:59,2,2025-01-14,1653.88,USD,LOYDGB21,CHASGB2L,GB,GB,LOAN,ACSP,
MSG-20251115-9FD99963,E2E-CBA23E8849,2025-01-16T10:44:50,2025-01-16T10:45:04,14,2025-01-17,683.42,GBP,SOGEFRPP,CHASGB2L,FR,GB,TAXS,ACSP,
MSG-20251115-57ED5107,E2E-1008B38381,2025-01-16T15:43:00,2025-01-16T15:43:07,7,2025-01-16,395.86,EUR,NWBKGB2L,CITIUS33,GB,US,PENS,ACSP,
MSG-20251115-D2D6CBAD,E2E-94C36B8EDA,2025-01-04T15:52:09,2025-01-04T15:52:16,7,2025-01-05,120.23,EUR,SOGEFRPP,DEUTDEFF,FR,DE,LOAN,ACSP,
MSG-20251115-378A7D0F,E2E-FAAA35996B,2025-01-04T16:31:43,2025-01-04T16:31:55,12,2025-01-05,880.72,EUR,MONZGB2L,BNPAFRPP,GB,FR,SUPP,ACSP,
MSG-20251115-C4A39E27,E2E-183B934FD0,2025-01-27T15:58:58,2025-01-27T15:59:14,16,2025-01-27,3104.4,EUR,BARCGB22,NWBKGB2L,GB,GB,LOAN,ACSP,
MSG-20251115-97BCCF4D,E2E-8B991DB907,2025-01-17T16:58:05,2025-01-17T16:58:24,19,2025-01-17,2872.34,EUR,NWBKGB2L,CITIUS33,GB,US,SALA,ACSP,
MSG-20251115-390B0C92,E2E-365285E6F6,2025-01-14T14:55:13,2025-01-14T14:55:14,1,2025-01-15,651.99,EUR,BARCGB22,RABONL2U,GB,NL,LOAN,ACSP,
MSG-20251115-D1A7FAAC,E2E-98CB576055,2025-01-24T16:23:11,2025-01-24T16:23:17,6,2025-01-24,677.38,USD,MONZGB2L,BNPAFRPP,GB,FR,SALA,ACSP,
MSG-20251115-C290D315,E2E-4227B21C2C,2025-01-18T16:53:13,2025-01-18T16:53:17,4,2025-01-18,1595.62,USD,COBADEFF,BNPAFRPP,DE,FR,SUPP,ACSP,
MSG-20251115-07A12A0B,E2E-84F32BD5D4,2025-01-24T09:54:46,2025-01-24T09:54:47,1,2025-01-24,446.36,EUR,SOGEFRPP,NWBKGB2L,FR,GB,SUPP,ACSP,
